content,score,at
"Review: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Really disappointed.",4,2025-11-02
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,4,2025-11-03
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",4,2025-11-03
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",5,2025-11-03
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'.,1,2025-11-03
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,3,2025-11-03
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",4,2025-11-04
Feedback: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Fix this immediately.,4,2025-11-04
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",3,2025-11-04
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",4,2025-11-04
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,2,2025-11-05
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",2,2025-11-05
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,5,2025-11-05
"Review: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Really disappointed.",5,2025-11-05
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,1,2025-11-05
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,3,2025-11-05
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",5,2025-11-06
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",1,2025-11-06
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",3,2025-11-07
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",3,2025-11-07
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,3,2025-11-07
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",2,2025-11-07
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. This has happened twice now.",5,2025-11-07
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. This has happened twice now.",5,2025-11-07
Feedback: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Fix this immediately.,5,2025-11-08
Feedback: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Fix this immediately.,1,2025-11-08
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",2,2025-11-09
Feedback: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Fix this immediately.,4,2025-11-09
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,1,2025-11-09
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",2,2025-11-09
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",1,2025-11-09
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. This has happened twice now.",5,2025-11-09
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency.,5,2025-11-10
"Review: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Really disappointed.",3,2025-11-10
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",4,2025-11-11
"Review: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Really disappointed.",5,2025-11-11
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,3,2025-11-11
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",3,2025-11-11
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",3,2025-11-12
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,5,2025-11-13
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,4,2025-11-13
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. This has happened twice now.",3,2025-11-13
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",1,2025-11-13
Feedback: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Fix this immediately.,4,2025-11-14
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",5,2025-11-14
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,5,2025-11-14
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",1,2025-11-15
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. This has happened twice now.,3,2025-11-15
"Feedback: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Fix this immediately.",4,2025-11-15
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,5,2025-11-15
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",4,2025-11-15
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency.,5,2025-11-15
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,5,2025-11-15
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",3,2025-11-16
Feedback: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Fix this immediately.,4,2025-11-16
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",4,2025-11-16
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,4,2025-11-16
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,2,2025-11-16
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,2,2025-11-17
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",2,2025-11-17
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,2,2025-11-17
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well.",4,2025-11-17
Feedback: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Fix this immediately.,3,2025-11-18
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,1,2025-11-18
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? This has happened twice now.,1,2025-11-18
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. This has happened twice now.",4,2025-11-19
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,1,2025-11-19
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",3,2025-11-19
Feedback: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Fix this immediately.,2,2025-11-20
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,3,2025-11-20
I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance.,2,2025-11-20
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",5,2025-11-20
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",5,2025-11-20
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",2,2025-11-20
Review: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Really disappointed.,5,2025-11-20
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",1,2025-11-21
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this.",2,2025-11-21
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours.",4,2025-11-21
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",5,2025-11-21
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,4,2025-11-21
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,3,2025-11-21
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,2,2025-11-21
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",1,2025-11-22
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. This has happened twice now.",2,2025-11-22
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",4,2025-11-22
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,1,2025-11-23
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency.,3,2025-11-23
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",4,2025-11-23
"Feedback: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Fix this immediately.",1,2025-11-24
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,4,2025-11-24
Feedback: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Fix this immediately.,2,2025-11-25
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,2,2025-11-25
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced.,1,2025-11-25
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",2,2025-11-25
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",3,2025-11-25
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. This has happened twice now.",2,2025-11-25
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",5,2025-11-26
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small.,2,2025-11-26
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",4,2025-11-27
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. This has happened twice now.",5,2025-11-28
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. This has happened twice now.,1,2025-11-28
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",2,2025-11-28
Feedback: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Fix this immediately.,3,2025-11-28
Feedback: Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. Fix this immediately.,3,2025-11-28
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",1,2025-11-28
Feedback: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Fix this immediately.,5,2025-11-29
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",2,2025-11-29
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",2,2025-11-30
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",5,2025-11-30
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",3,2025-11-30
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",2,2025-11-30
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,5,2025-11-30
Feedback: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Fix this immediately.,1,2025-12-01
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. This has happened twice now.,3,2025-12-01
Review: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Really disappointed.,3,2025-12-01
"Review: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Really disappointed.",3,2025-12-02
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",4,2025-12-02
"Review: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Really disappointed.",4,2025-12-02
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,5,2025-12-02
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",5,2025-12-03
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",2,2025-12-03
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,5,2025-12-03
"Review: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Really disappointed.",4,2025-12-03
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well.",4,2025-12-03
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this.",3,2025-12-03
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,1,2025-12-04
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. This has happened twice now.,5,2025-12-04
Review: I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. Really disappointed.,3,2025-12-04
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,4,2025-12-04
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,1,2025-12-04
Review: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Really disappointed.,3,2025-12-05
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,1,2025-12-05
Review: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Really disappointed.,4,2025-12-05
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. This has happened twice now.",2,2025-12-05
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,1,2025-12-05
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",3,2025-12-06
"Feedback: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Fix this immediately.",4,2025-12-06
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,4,2025-12-06
Feedback: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Fix this immediately.,1,2025-12-06
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours.",1,2025-12-06
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",4,2025-12-07
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",2,2025-12-07
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,4,2025-12-07
Review: Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down? Really disappointed.,5,2025-12-07
Feedback: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Fix this immediately.,3,2025-12-08
Review: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Really disappointed.,5,2025-12-08
Feedback: I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. Fix this immediately.,3,2025-12-09
I spoke to an agent regarding my cancellation and they were extremely rude and unhelpful. They hung up on me while I was explaining the technical glitch I faced. This has happened twice now.,5,2025-12-09
Feedback: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Fix this immediately.,3,2025-12-10
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",1,2025-12-10
Review: The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. Really disappointed.,4,2025-12-10
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,2,2025-12-10
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",3,2025-12-11
Review: Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102. Really disappointed.,2,2025-12-11
"Review: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Really disappointed.",5,2025-12-12
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,3,2025-12-12
"The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. This has happened twice now.",5,2025-12-12
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. This has happened twice now.",4,2025-12-12
"Feedback: Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code. Fix this immediately.",2,2025-12-12
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,4,2025-12-12
Money was deducted from my bank account but the ticket was not booked. The money hasn't been refunded to my Ixigo money wallet either. Transaction ID #8829102.,5,2025-12-13
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. This has happened twice now.",2,2025-12-13
"The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable.",3,2025-12-13
Review: The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. Really disappointed.,1,2025-12-13
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,2,2025-12-13
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",1,2025-12-14
"Feedback: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Fix this immediately.",2,2025-12-14
I have been waiting for my refund for over 2 weeks now. The customer support keeps closing my ticket without resolution. This is essentially theft. I cancelled my ticket well in advance. This has happened twice now.,3,2025-12-14
"The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information.",3,2025-12-14
"Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this.",1,2025-12-14
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app.,2,2025-12-14
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small.,2,2025-12-14
"Feedback: Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well. Fix this immediately.",1,2025-12-15
"Feedback: Every time I reach the final payment step, the app freezes and crashes. I have updated to the latest version and cleared cache but the bug persists. I lost my booking chance because of this. Fix this immediately.",4,2025-12-15
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",2,2025-12-15
"Feedback: The app showed a price of 500 when booking, but at the payment gateway it suddenly added a 'convenience fee' and 'agent fee' making it 850. This is deceptive pricing and completely unacceptable. Fix this immediately.",3,2025-12-15
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,5,2025-12-15
"I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money.",4,2025-12-15
Feedback: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Fix this immediately.,4,2025-12-15
Keep getting 'Server Request Timed Out' error whenever I search for trains between Delhi and Mumbai. My internet connection is fine (WiFi). Is your backend down?,3,2025-12-16
"Review: The live train tracking is completely inaccurate. It showed the train was 20km away, but the train had already left the station. I missed my train due to this misleading information. Really disappointed.",4,2025-12-16
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",1,2025-12-16
Please add a feature to book retiring rooms directly from the app. It would be very helpful for long journeys. Also allow us to order food on train via the app. This has happened twice now.,2,2025-12-16
The PNR status shown in the app is delayed by 2 hours compared to the official railway website. I almost missed my train because it showed 'Waiting' when it was actually 'Confirmed'. This has happened twice now.,5,2025-12-17
"Feedback: The app is too slow for Tatkal. By the time the page loads, all tickets are gone. Other apps are much faster. You need to improve the latency for peak hours. Fix this immediately.",5,2025-12-18
Review: The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. Really disappointed.,5,2025-12-18
The amount of popup ads is ridiculous. I accidentally clicked an ad while trying to check my train status. It ruins the user experience completely. Please reduce the ad frequency. This has happened twice now.,3,2025-12-18
"Honestly the best travel app out there. The UI is smooth, refunds are instant usually, and the prediction feature is 99% accurate. Love the dark mode feature as well.",5,2025-12-18
The new interface update is terrible. It is so hard to find the 'My Bookings' section now. Why change something that was working perfectly fine? The fonts are also too small. This has happened twice now.,5,2025-12-18
"Since the last update, this app consumes 40% of my battery just running in the background. My phone heats up whenever I open the tracking feature. Please optimize the code.",3,2025-12-19
"Review: I am stuck in an infinite login loop. I enter the OTP, it says success, and then throws me back to the phone number screen. I cannot access my tickets or my wallet money. Really disappointed.",3,2025-12-19
